date,facility_id,service_level,parcel_volume,weather_severity,promotion_index,holiday_flag,day_of_week,opening_backlog
2024-12-28,SOUTH-01,economy,7724,0.331,0.242,0,5,434
2024-12-28,SOUTH-02,standard,10516,0.332,0.407,0,5,536
2024-12-28,SOUTH-02,priority,8815,0.156,0.418,0,5,239
2024-12-28,SOUTH-02,economy,8982,0.297,0.367,0,5,347
2024-12-28,WEST-01,standard,10247,0.334,0.404,0,5,512
2024-12-28,WEST-01,priority,9427,0.222,0.281,0,5,502
2024-12-28,WEST-01,economy,9115,0.129,0.232,0,5,553
2024-12-29,NORTH-01,standard,8465,0.308,0.393,0,6,552
2024-12-29,NORTH-01,priority,7830,0.19,0.18,0,6,307
2024-12-29,NORTH-01,economy,7999,0.044,0.262,0,6,472
2024-12-29,NORTH-02,standard,8657,0.055,0.295,0,6,504
2024-12-29,NORTH-02,priority,8003,0.214,0.276,0,6,346
2024-12-29,NORTH-02,economy,6947,0.306,0.355,0,6,471
2024-12-29,CENTRAL-01,standard,9261,0.226,0.312,0,6,533
2024-12-29,CENTRAL-01,priority,8275,0.324,0.407,0,6,225
2024-12-29,CENTRAL-01,economy,7839,0.202,0.377,0,6,53
2024-12-29,SOUTH-01,standard,9597,0.261,0.277,0,6,671
2024-12-29,SOUTH-01,priority,8938,0.15,0.385,0,6,511
2024-12-29,SOUTH-01,economy,7790,0.192,0.309,0,6,604
2024-12-29,SOUTH-02,standard,10106,0.233,0.416,0,6,600
2024-12-29,SOUTH-02,priority,9601,0.072,0.357,0,6,623
2024-12-29,SOUTH-02,economy,8138,0.501,0.383,0,6,280
2024-12-29,WEST-01,standard,9135,0.071,0.288,0,6,372
2024-12-29,WEST-01,priority,9535,0.266,0.356,0,6,271
2024-12-29,WEST-01,economy,9026,0.306,0.391,0,6,186
2024-12-30,NORTH-01,standard,9169,0.121,0.385,0,0,478
2024-12-30,NORTH-01,priority,8679,0.262,0.362,0,0,339
2024-12-30,NORTH-01,economy,8311,0.033,0.388,0,0,491
2024-12-30,NORTH-02,standard,9557,0.196,0.324,0,0,512
2024-12-30,NORTH-02,priority,8721,0.233,0.559,0,0,828
2024-12-30,NORTH-02,economy,7947,0.029,0.381,0,0,455
2024-12-30,CENTRAL-01,standard,10250,0.298,0.353,0,0,436
2024-12-30,CENTRAL-01,priority,9562,0.0,0.4,0,0,409
2024-12-30,CENTRAL-01,economy,8447,0.131,0.383,0,0,478
2024-12-30,SOUTH-01,standard,11042,0.323,0.515,0,0,530
2024-12-30,SOUTH-01,priority,9491,0.211,0.318,0,0,569
2024-12-30,SOUTH-01,economy,8800,0.143,0.379,0,0,608
2024-12-30,SOUTH-02,standard,10653,0.141,0.437,0,0,408
2024-12-30,SOUTH-02,priority,9320,0.339,0.3,0,0,334
2024-12-30,SOUTH-02,economy,9228,0.283,0.411,0,0,381
2024-12-30,WEST-01,standard,11265,0.261,0.455,0,0,584
2024-12-30,WEST-01,priority,10250,0.285,0.522,0,0,407
2024-12-30,WEST-01,economy,10026,0.119,0.416,0,0,518
2024-12-31,NORTH-01,standard,9118,0.195,0.35,0,1,577
2024-12-31,NORTH-01,priority,8046,0.064,0.338,0,1,448
2024-12-31,NORTH-01,economy,7972,0.157,0.436,0,1,365
2024-12-31,NORTH-02,standard,9056,0.15,0.488,0,1,376
2024-12-31,NORTH-02,priority,9035,0.184,0.299,0,1,444
2024-12-31,NORTH-02,economy,8217,0.211,0.359,0,1,271
2024-12-31,CENTRAL-01,standard,9468,0.201,0.209,0,1,522
2024-12-31,CENTRAL-01,priority,9253,0.323,0.538,0,1,353
2024-12-31,CENTRAL-01,economy,9480,0.243,0.5,0,1,340
2024-12-31,SOUTH-01,standard,10862,0.163,0.418,0,1,576
2024-12-31,SOUTH-01,priority,10253,0.126,0.397,0,1,375
2024-12-31,SOUTH-01,economy,8780,0.34,0.429,0,1,554
2024-12-31,SOUTH-02,standard,11465,0.278,0.418,0,1,522
2024-12-31,SOUTH-02,priority,10355,0.22,0.139,0,1,613
2024-12-31,SOUTH-02,economy,9730,0.343,0.275,0,1,594
2024-12-31,WEST-01,standard,11606,0.102,0.434,0,1,324
2024-12-31,WEST-01,priority,9772,0.25,0.289,0,1,517
2024-12-31,WEST-01,economy,10220,0.172,0.462,0,1,580
2025-01-01,NORTH-01,standard,7012,0.241,0.232,1,2,414
2025-01-01,NORTH-01,priority,6905,0.163,0.202,1,2,313
2025-01-01,NORTH-01,economy,5587,0.139,0.282,1,2,432
2025-01-01,NORTH-02,standard,8519,0.329,0.196,1,2,548
2025-01-01,NORTH-02,priority,7228,0.226,0.113,1,2,478
2025-01-01,NORTH-02,economy,5947,0.18,0.091,1,2,380
2025-01-01,CENTRAL-01,standard,7289,0.002,0.112,1,2,498
2025-01-01,CENTRAL-01,priority,8230,0.318,0.156,1,2,588
2025-01-01,CENTRAL-01,economy,6748,0.238,0.141,1,2,449
2025-01-01,SOUTH-01,standard,8959,0.163,0.194,1,2,421
2025-01-01,SOUTH-01,priority,7875,0.311,0.132,1,2,298
2025-01-01,SOUTH-01,economy,7254,0.148,0.323,1,2,450
2025-01-01,SOUTH-02,standard,9154,0.125,0.0,1,2,387
2025-01-01,SOUTH-02,priority,8600,0.218,0.229,1,2,477
2025-01-01,SOUTH-02,economy,7902,0.076,0.207,1,2,177
2025-01-01,WEST-01,standard,10133,0.279,0.241,1,2,744
2025-01-01,WEST-01,priority,9294,0.273,0.191,1,2,352
2025-01-01,WEST-01,economy,8898,0.0,0.112,1,2,367
2025-01-02,NORTH-01,standard,5848,0.236,0.196,0,3,202
2025-01-02,NORTH-01,priority,5755,0.221,0.116,0,3,489
2025-01-02,NORTH-01,economy,4861,0.134,0.291,0,3,125
2025-01-02,NORTH-02,standard,5996,0.171,0.281,0,3,351
2025-01-02,NORTH-02,priority,5225,0.017,0.054,0,3,189
2025-01-02,NORTH-02,economy,5154,0.106,0.289,0,3,428
2025-01-02,CENTRAL-01,standard,6021,0.311,0.061,0,3,452
2025-01-02,CENTRAL-01,priority,6822,0.104,0.206,0,3,210
2025-01-02,CENTRAL-01,economy,5156,0.137,0.134,0,3,261
2025-01-02,SOUTH-01,standard,7150,0.121,0.149,0,3,508
2025-01-02,SOUTH-01,priority,6275,0.177,0.239,0,3,224
2025-01-02,SOUTH-01,economy,6229,0.143,0.187,0,3,542
2025-01-02,SOUTH-02,standard,8078,0.215,0.21,0,3,328
2025-01-02,SOUTH-02,priority,7498,0.155,0.372,0,3,466
2025-01-02,SOUTH-02,economy,5717,0.287,0.043,0,3,230
2025-01-02,WEST-01,standard,7847,0.23,0.12,0,3,378
2025-01-02,WEST-01,priority,6779,0.0,0.221,0,3,296
2025-01-02,WEST-01,economy,6788,0.022,0.08,0,3,531
2025-01-03,NORTH-01,standard,5112,0.0,0.105,0,4,260
2025-01-03,NORTH-01,priority,4299,0.189,0.211,0,4,375
2025-01-03,NORTH-01,economy,4512,0.063,0.053,0,4,390
2025-01-03,NORTH-02,standard,6029,0.168,0.063,0,4,273
2025-01-03,NORTH-02,priority,6017,0.252,0.236,0,4,358
2025-01-03,NORTH-02,economy,5456,0.315,0.068,0,4,220
2025-01-03,CENTRAL-01,standard,6600,0.0,0.259,0,4,392
2025-01-03,CENTRAL-01,priority,7093,0.056,0.339,0,4,578
2025-01-03,CENTRAL-01,economy,5426,0.191,0.228,0,4,477
2025-01-03,SOUTH-01,standard,7039,0.131,0.277,0,4,349
2025-01-03,SOUTH-01,priority,6317,0.124,0.165,0,4,427
2025-01-03,SOUTH-01,economy,6559,0.122,0.213,0,4,386
2025-01-03,SOUTH-02,standard,8231,0.446,0.24,0,4,419
2025-01-03,SOUTH-02,priority,6678,0.0,0.094,0,4,265
2025-01-03,SOUTH-02,economy,5703,0.0,0.232,0,4,462
2025-01-03,WEST-01,standard,7739,0.442,0.088,0,4,364
2025-01-03,WEST-01,priority,7006,0.279,0.054,0,4,524
2025-01-03,WEST-01,economy,7014,0.174,0.02,0,4,234
2025-01-04,NORTH-01,standard,5842,0.189,0.197,0,5,659
2025-01-04,NORTH-01,priority,5275,0.268,0.134,0,5,363
2025-01-04,NORTH-01,economy,4339,0.185,0.17,0,5,335
2025-01-04,NORTH-02,standard,6518,0.119,0.0,0,5,307
2025-01-04,NORTH-02,priority,5154,0.197,0.089,0,5,209
2025-01-04,NORTH-02,economy,4959,0.294,0.245,0,5,264
2025-01-04,CENTRAL-01,standard,6559,0.0,0.214,0,5,242
2025-01-04,CENTRAL-01,priority,5307,0.184,0.123,0,5,173
2025-01-04,CENTRAL-01,economy,5474,0.22,0.098,0,5,361
2025-01-04,SOUTH-01,standard,6933,0.306,0.083,0,5,464
2025-01-04,SOUTH-01,priority,5892,0.105,0.24,0,5,256
2025-01-04,SOUTH-01,economy,5815,0.0,0.091,0,5,454
2025-01-04,SOUTH-02,standard,6768,0.161,0.102,0,5,237
2025-01-04,SOUTH-02,priority,6720,0.217,0.221,0,5,526
2025-01-04,SOUTH-02,economy,6157,0.066,0.119,0,5,548
2025-01-04,WEST-01,standard,8097,0.196,0.006,0,5,644
2025-01-04,WEST-01,priority,7572,0.15,0.078,0,5,642
2025-01-04,WEST-01,economy,6715,0.282,0.02,0,5,429
2025-01-05,NORTH-01,standard,6159,0.065,0.253,0,6,522
2025-01-05,NORTH-01,priority,4902,0.053,0.182,0,6,356
2025-01-05,NORTH-01,economy,3626,0.357,0.036,0,6,403
2025-01-05,NORTH-02,standard,5953,0.178,0.244,0,6,364
2025-01-05,NORTH-02,priority,4748,0.263,0.167,0,6,661
2025-01-05,NORTH-02,economy,4908,0.205,0.043,0,6,378
2025-01-05,CENTRAL-01,standard,6499,0.299,0.224,0,6,168
2025-01-05,CENTRAL-01,priority,6279,0.235,0.019,0,6,280
2025-01-05,CENTRAL-01,economy,5022,0.256,0.098,0,6,234
2025-01-05,SOUTH-01,standard,7216,0.266,0.1,0,6,325
2025-01-05,SOUTH-01,priority,6506,0.152,0.153,0,6,264
2025-01-05,SOUTH-01,economy,5918,0.264,0.128,0,6,355
2025-01-05,SOUTH-02,standard,7027,0.25,0.117,0,6,442
2025-01-05,SOUTH-02,priority,7071,0.121,0.267,0,6,227
2025-01-05,SOUTH-02,economy,6637,0.11,0.07,0,6,471
2025-01-05,WEST-01,standard,7892,0.173,0.173,0,6,520
2025-01-05,WEST-01,priority,7206,0.242,0.206,0,6,320
2025-01-05,WEST-01,economy,7201,0.26,0.274,0,6,585
2025-01-06,NORTH-01,standard,6160,0.199,0.072,0,0,530
2025-01-06,NORTH-01,priority,6006,0.0,0.27,0,0,590
2025-01-06,NORTH-01,economy,6486,0.172,0.208,0,0,334
2025-01-06,NORTH-02,standard,6622,0.138,0.094,0,0,339
2025-01-06,NORTH-02,priority,6301,0.113,0.05,0,0,423
2025-01-06,NORTH-02,economy,6506,0.072,0.137,0,0,204
2025-01-06,CENTRAL-01,standard,7313,0.412,0.096,0,0,552
2025-01-06,CENTRAL-01,priority,6469,0.37,0.188,0,0,280
2025-01-06,CENTRAL-01,economy,6354,0.111,0.301,0,0,409
2025-01-06,SOUTH-01,standard,7943,0.055,0.057,0,0,379
2025-01-06,SOUTH-01,priority,7163,0.15,0.032,0,0,580
2025-01-06,SOUTH-01,economy,5421,0.078,0.222,0,0,246
2025-01-06,SOUTH-02,standard,9019,0.0,0.249,0,0,326
2025-01-06,SOUTH-02,priority,8403,0.215,0.246,0,0,383
2025-01-06,SOUTH-02,economy,7518,0.0,0.078,0,0,657
2025-01-06,WEST-01,standard,9747,0.173,0.101,0,0,521
2025-01-06,WEST-01,priority,8715,0.033,0.14,0,0,433
2025-01-06,WEST-01,economy,6706,0.275,0.022,0,0,292
2025-01-07,NORTH-01,standard,6977,0.146,0.177,0,1,685
2025-01-07,NORTH-01,priority,5776,0.091,0.125,0,1,482
2025-01-07,NORTH-01,economy,6106,0.316,0.114,0,1,278
2025-01-07,NORTH-02,standard,6538,0.304,0.266,0,1,445
2025-01-07,NORTH-02,priority,6238,0.0,0.216,0,1,435
2025-01-07,NORTH-02,economy,6240,0.271,0.24,0,1,373
2025-01-07,CENTRAL-01,standard,7071,0.134,0.144,0,1,366
2025-01-07,CENTRAL-01,priority,6107,0.145,0.087,0,1,209
2025-01-07,CENTRAL-01,economy,6548,0.0,0.125,0,1,54
2025-01-07,SOUTH-01,standard,7404,0.208,0.14,0,1,350
2025-01-07,SOUTH-01,priority,7138,0.306,0.072,0,1,435
2025-01-07,SOUTH-01,economy,7055,0.081,0.231,0,1,361
2025-01-07,SOUTH-02,standard,7504,0.464,0.231,0,1,358
2025-01-07,SOUTH-02,priority,7409,0.476,0.071,0,1,549
2025-01-07,SOUTH-02,economy,7445,0.258,0.214,0,1,406
2025-01-07,WEST-01,standard,8756,0.085,0.185,0,1,384
2025-01-07,WEST-01,priority,8694,0.358,0.12,0,1,471
2025-01-07,WEST-01,economy,8282,0.161,0.005,0,1,427
2025-01-08,NORTH-01,standard,5987,0.0,0.229,0,2,247
2025-01-08,NORTH-01,priority,4539,0.292,0.0,0,2,280
2025-01-08,NORTH-01,economy,4536,0.282,0.329,0,2,371
2025-01-08,NORTH-02,standard,6077,0.51,0.15,0,2,213
2025-01-08,NORTH-02,priority,5387,0.415,0.093,0,2,370
2025-01-08,NORTH-02,economy,4986,0.19,0.115,0,2,540
2025-01-08,CENTRAL-01,standard,6155,0.454,0.136,0,2,267
2025-01-08,CENTRAL-01,priority,6178,0.502,0.16,0,2,448
2025-01-08,CENTRAL-01,economy,4639,0.445,0.13,0,2,542
2025-01-08,SOUTH-01,standard,7630,0.288,0.187,0,2,470
2025-01-08,SOUTH-01,priority,6651,0.368,0.17,0,2,442
2025-01-08,SOUTH-01,economy,5647,0.141,0.134,0,2,381
2025-01-08,SOUTH-02,standard,7729,0.125,0.185,0,2,436
2025-01-08,SOUTH-02,priority,6648,0.207,0.105,0,2,178
2025-01-08,SOUTH-02,economy,6184,0.166,0.071,0,2,279
2025-01-08,WEST-01,standard,8187,0.0,0.33,0,2,599
2025-01-08,WEST-01,priority,7020,0.117,0.286,0,2,411
2025-01-08,WEST-01,economy,6931,0.049,0.358,0,2,487
2025-01-09,NORTH-01,standard,5915,0.234,0.148,0,3,520
2025-01-09,NORTH-01,priority,5291,0.26,0.163,0,3,568
2025-01-09,NORTH-01,economy,3908,0.13,0.002,0,3,174
2025-01-09,NORTH-02,standard,6179,0.074,0.082,0,3,395
2025-01-09,NORTH-02,priority,5877,0.208,0.092,0,3,420
2025-01-09,NORTH-02,economy,4706,0.37,0.218,0,3,477
2025-01-09,CENTRAL-01,standard,6961,0.213,0.214,0,3,373
2025-01-09,CENTRAL-01,priority,5606,0.192,0.139,0,3,90
2025-01-09,CENTRAL-01,economy,5919,0.097,0.166,0,3,453
2025-01-09,SOUTH-01,standard,6925,0.146,0.096,0,3,270
2025-01-09,SOUTH-01,priority,7003,0.0,0.026,0,3,612
2025-01-09,SOUTH-01,economy,5126,0.27,0.145,0,3,314
2025-01-09,SOUTH-02,standard,7775,0.253,0.216,0,3,558
2025-01-09,SOUTH-02,priority,7776,0.413,0.118,0,3,170
2025-01-09,SOUTH-02,economy,6563,0.087,0.166,0,3,355
2025-01-09,WEST-01,standard,7944,0.121,0.326,0,3,295
2025-01-09,WEST-01,priority,7641,0.383,0.218,0,3,432
2025-01-09,WEST-01,economy,6180,0.015,0.157,0,3,394
2025-01-10,NORTH-01,standard,5748,0.258,0.236,0,4,442
2025-01-10,NORTH-01,priority,5608,0.072,0.227,0,4,252
2025-01-10,NORTH-01,economy,4595,0.244,0.237,0,4,219
2025-01-10,NORTH-02,standard,5867,0.201,0.194,0,4,235
2025-01-10,NORTH-02,priority,6489,0.243,0.216,0,4,454
2025-01-10,NORTH-02,economy,5718,0.035,0.313,0,4,110
2025-01-10,CENTRAL-01,standard,7024,0.056,0.111,0,4,105
2025-01-10,CENTRAL-01,priority,4891,0.166,0.212,0,4,416
2025-01-10,CENTRAL-01,economy,4707,0.284,0.082,0,4,217
2025-01-10,SOUTH-01,standard,7262,0.0,0.124,0,4,251
2025-01-10,SOUTH-01,priority,6434,0.297,0.158,0,4,324
2025-01-10,SOUTH-01,economy,5678,0.269,0.253,0,4,441
2025-01-10,SOUTH-02,standard,8133,0.273,0.183,0,4,336
2025-01-10,SOUTH-02,priority,7122,0.129,0.088,0,4,360
2025-01-10,SOUTH-02,economy,7231,0.097,0.283,0,4,357
2025-01-10,WEST-01,standard,8432,0.016,0.299,0,4,483
2025-01-10,WEST-01,priority,7015,0.193,0.086,0,4,471
2025-01-10,WEST-01,economy,6757,0.126,0.185,0,4,255
2025-01-11,NORTH-01,standard,5775,0.375,0.198,0,5,419
2025-01-11,NORTH-01,priority,4603,0.0,0.111,0,5,333
2025-01-11,NORTH-01,economy,4985,0.219,0.161,0,5,149
2025-01-11,NORTH-02,standard,6420,0.084,0.183,0,5,214
2025-01-11,NORTH-02,priority,5765,0.324,0.273,0,5,171
2025-01-11,NORTH-02,economy,4844,0.199,0.177,0,5,486
2025-01-11,CENTRAL-01,standard,7163,0.166,0.318,0,5,428
2025-01-11,CENTRAL-01,priority,6423,0.29,0.272,0,5,363
2025-01-11,CENTRAL-01,economy,4305,0.101,0.06,0,5,330
2025-01-11,SOUTH-01,standard,7482,0.133,0.123,0,5,391
2025-01-11,SOUTH-01,priority,5752,0.407,0.104,0,5,201
2025-01-11,SOUTH-01,economy,5589,0.267,0.242,0,5,219
2025-01-11,SOUTH-02,standard,7585,0.364,0.034,0,5,339
2025-01-11,SOUTH-02,priority,7116,0.228,0.236,0,5,358
2025-01-11,SOUTH-02,economy,7656,0.348,0.173,0,5,205
2025-01-11,WEST-01,standard,8149,0.0,0.23,0,5,519
2025-01-11,WEST-01,priority,7598,0.048,0.154,0,5,342
2025-01-11,WEST-01,economy,6666,0.208,0.041,0,5,553
2025-01-12,NORTH-01,standard,6256,0.031,0.046,0,6,209
2025-01-12,NORTH-01,priority,4872,0.281,0.154,0,6,502
2025-01-12,NORTH-01,economy,3536,0.291,0.172,0,6,371
2025-01-12,NORTH-02,standard,6279,0.051,0.132,0,6,596
2025-01-12,NORTH-02,priority,6065,0.15,0.036,0,6,449
2025-01-12,NORTH-02,economy,5733,0.272,0.269,0,6,244
2025-01-12,CENTRAL-01,standard,6737,0.013,0.217,0,6,361
2025-01-12,CENTRAL-01,priority,6341,0.045,0.197,0,6,351
2025-01-12,CENTRAL-01,economy,5751,0.013,0.247,0,6,486
2025-01-12,SOUTH-01,standard,6909,0.0,0.155,0,6,391
2025-01-12,SOUTH-01,priority,6366,0.293,0.18,0,6,372
2025-01-12,SOUTH-01,economy,6345,0.0,0.077,0,6,309
2025-01-12,SOUTH-02,standard,7802,0.317,0.216,0,6,454
2025-01-12,SOUTH-02,priority,7154,0.128,0.138,0,6,139
2025-01-12,SOUTH-02,economy,6012,0.329,0.11,0,6,351
2025-01-12,WEST-01,standard,7839,0.175,0.045,0,6,486
2025-01-12,WEST-01,priority,7691,0.0,0.046,0,6,495
2025-01-12,WEST-01,economy,6863,0.216,0.095,0,6,241
2025-01-13,NORTH-01,standard,6470,0.164,0.045,0,0,250
2025-01-13,NORTH-01,priority,5756,0.271,0.185,0,0,483
2025-01-13,NORTH-01,economy,5256,0.065,0.147,0,0,426
2025-01-13,NORTH-02,standard,7180,0.257,0.254,0,0,40
2025-01-13,NORTH-02,priority,6531,0.128,0.275,0,0,145
2025-01-13,NORTH-02,economy,5543,0.234,0.192,0,0,316
2025-01-13,CENTRAL-01,standard,7682,0.078,0.192,0,0,270
2025-01-13,CENTRAL-01,priority,7436,0.179,0.091,0,0,510
2025-01-13,CENTRAL-01,economy,6721,0.165,0.156,0,0,360
2025-01-13,SOUTH-01,standard,7804,0.271,0.268,0,0,611
2025-01-13,SOUTH-01,priority,7016,0.343,0.17,0,0,418
2025-01-13,SOUTH-01,economy,6875,0.151,0.087,0,0,263
2025-01-13,SOUTH-02,standard,7805,0.139,0.124,0,0,493
2025-01-13,SOUTH-02,priority,7806,0.153,0.254,0,0,365
2025-01-13,SOUTH-02,economy,7255,0.071,0.153,0,0,486
2025-01-13,WEST-01,standard,9198,0.188,0.318,0,0,337
2025-01-13,WEST-01,priority,7926,0.051,0.193,0,0,489
2025-01-13,WEST-01,economy,7194,0.287,0.224,0,0,506
2025-01-14,NORTH-01,standard,6493,0.219,0.101,0,1,431
2025-01-14,NORTH-01,priority,6746,0.099,0.174,0,1,498
2025-01-14,NORTH-01,economy,5204,0.19,0.169,0,1,274
2025-01-14,NORTH-02,standard,7559,0.0,0.17,0,1,398
2025-01-14,NORTH-02,priority,7131,0.075,0.155,0,1,501
2025-01-14,NORTH-02,economy,7187,0.176,0.314,0,1,337
2025-01-14,CENTRAL-01,standard,7228,0.15,0.205,0,1,498
2025-01-14,CENTRAL-01,priority,6680,0.192,0.18,0,1,285
2025-01-14,CENTRAL-01,economy,6981,0.0,0.269,0,1,470
2025-01-14,SOUTH-01,standard,7405,0.222,0.0,0,1,371
2025-01-14,SOUTH-01,priority,6863,0.05,0.015,0,1,391
2025-01-14,SOUTH-01,economy,7658,0.186,0.223,0,1,492
2025-01-14,SOUTH-02,standard,7910,0.159,0.294,0,1,167
2025-01-14,SOUTH-02,priority,8003,0.074,0.215,0,1,284
2025-01-14,SOUTH-02,economy,6569,0.093,0.051,0,1,563
2025-01-14,WEST-01,standard,8624,0.163,0.292,0,1,497
2025-01-14,WEST-01,priority,8356,0.207,0.22,0,1,548
2025-01-14,WEST-01,economy,7704,0.247,0.063,0,1,398
2025-01-15,NORTH-01,standard,6297,0.087,0.206,0,2,310
2025-01-15,NORTH-01,priority,4278,0.138,0.039,0,2,279
2025-01-15,NORTH-01,economy,4974,0.275,0.104,0,2,304
2025-01-15,NORTH-02,standard,6592,0.156,0.127,0,2,262
2025-01-15,NORTH-02,priority,5290,0.165,0.106,0,2,342
2025-01-15,NORTH-02,economy,5060,0.166,0.234,0,2,398
2025-01-15,CENTRAL-01,standard,6612,0.201,0.262,0,2,342
2025-01-15,CENTRAL-01,priority,6094,0.269,0.125,0,2,643
2025-01-15,CENTRAL-01,economy,5429,0.063,0.273,0,2,503
2025-01-15,SOUTH-01,standard,6970,0.262,0.198,0,2,359
2025-01-15,SOUTH-01,priority,6428,0.093,0.151,0,2,395
2025-01-15,SOUTH-01,economy,6492,0.011,0.152,0,2,488
2025-01-15,SOUTH-02,standard,7488,0.183,0.355,0,2,394
2025-01-15,SOUTH-02,priority,7724,0.006,0.118,0,2,367
2025-01-15,SOUTH-02,economy,6650,0.0,0.22,0,2,479
2025-01-15,WEST-01,standard,7761,0.144,0.069,0,2,479
2025-01-15,WEST-01,priority,7108,0.171,0.181,0,2,444
2025-01-15,WEST-01,economy,6656,0.18,0.094,0,2,333
2025-01-16,NORTH-01,standard,5990,0.254,0.22,0,3,163
2025-01-16,NORTH-01,priority,4844,0.064,0.099,0,3,260
2025-01-16,NORTH-01,economy,4310,0.291,0.206,0,3,380
2025-01-16,NORTH-02,standard,6632,0.219,0.147,0,3,299
2025-01-16,NORTH-02,priority,5036,0.186,0.066,0,3,167
2025-01-16,NORTH-02,economy,4936,0.062,0.157,0,3,295
2025-01-16,CENTRAL-01,standard,6350,0.144,0.292,0,3,221
2025-01-16,CENTRAL-01,priority,6299,0.079,0.144,0,3,443
2025-01-16,CENTRAL-01,economy,5099,0.293,0.141,0,3,528
2025-01-16,SOUTH-01,standard,7397,0.0,0.155,0,3,626
2025-01-16,SOUTH-01,priority,5978,0.0,0.116,0,3,143
2025-01-16,SOUTH-01,economy,6420,0.155,0.217,0,3,308
2025-01-16,SOUTH-02,standard,7620,0.26,0.134,0,3,547
2025-01-16,SOUTH-02,priority,6478,0.157,0.236,0,3,453
2025-01-16,SOUTH-02,economy,5722,0.304,0.224,0,3,326
2025-01-16,WEST-01,standard,7969,0.216,0.185,0,3,590
2025-01-16,WEST-01,priority,6695,0.025,0.131,0,3,455
2025-01-16,WEST-01,economy,7374,0.247,0.418,0,3,440
2025-01-17,NORTH-01,standard,5755,0.211,0.125,0,4,385
2025-01-17,NORTH-01,priority,5364,0.0,0.166,0,4,551
2025-01-17,NORTH-01,economy,4570,0.164,0.089,0,4,326
2025-01-17,NORTH-02,standard,6010,0.164,0.048,0,4,290
2025-01-17,NORTH-02,priority,5383,0.154,0.209,0,4,314
2025-01-17,NORTH-02,economy,5960,0.245,0.128,0,4,388
2025-01-17,CENTRAL-01,standard,6275,0.031,0.083,0,4,269
2025-01-17,CENTRAL-01,priority,5692,0.244,0.061,0,4,487
2025-01-17,CENTRAL-01,economy,4796,0.118,0.204,0,4,279
2025-01-17,SOUTH-01,standard,6741,0.074,0.174,0,4,630
2025-01-17,SOUTH-01,priority,7074,0.0,0.241,0,4,429
2025-01-17,SOUTH-01,economy,7027,0.187,0.298,0,4,365
2025-01-17,SOUTH-02,standard,6916,0.199,0.106,0,4,443
2025-01-17,SOUTH-02,priority,6863,0.21,0.021,0,4,419
2025-01-17,SOUTH-02,economy,6416,0.108,0.097,0,4,565
2025-01-17,WEST-01,standard,7595,0.228,0.212,0,4,358
2025-01-17,WEST-01,priority,7175,0.253,0.041,0,4,454
2025-01-17,WEST-01,economy,6730,0.175,0.176,0,4,307
2025-01-18,NORTH-01,standard,6427,0.039,0.143,0,5,495
2025-01-18,NORTH-01,priority,4957,0.139,0.121,0,5,275
2025-01-18,NORTH-01,economy,5546,0.215,0.235,0,5,246
2025-01-18,NORTH-02,standard,6037,0.258,0.193,0,5,237
2025-01-18,NORTH-02,priority,5866,0.213,0.32,0,5,261
2025-01-18,NORTH-02,economy,4862,0.161,0.059,0,5,407
2025-01-18,CENTRAL-01,standard,6625,0.097,0.0,0,5,318
2025-01-18,CENTRAL-01,priority,6174,0.09,0.089,0,5,316
2025-01-18,CENTRAL-01,economy,5262,0.292,0.226,0,5,275
2025-01-18,SOUTH-01,standard,6287,0.195,0.138,0,5,598
2025-01-18,SOUTH-01,priority,5503,0.266,0.113,0,5,323
2025-01-18,SOUTH-01,economy,4960,0.109,0.145,0,5,272
2025-01-18,SOUTH-02,standard,7407,0.131,0.135,0,5,408
2025-01-18,SOUTH-02,priority,6263,0.363,0.109,0,5,160
2025-01-18,SOUTH-02,economy,6560,0.119,0.038,0,5,365
2025-01-18,WEST-01,standard,7593,0.293,0.267,0,5,366
2025-01-18,WEST-01,priority,7385,0.34,0.165,0,5,525
2025-01-18,WEST-01,economy,7202,0.288,0.183,0,5,387
2025-01-19,NORTH-01,standard,6117,0.242,0.136,0,6,279
2025-01-19,NORTH-01,priority,4942,0.0,0.202,0,6,193
2025-01-19,NORTH-01,economy,4339,0.332,0.227,0,6,0
2025-01-19,NORTH-02,standard,6418,0.244,0.203,0,6,429
2025-01-19,NORTH-02,priority,5087,0.158,0.117,0,6,248
2025-01-19,NORTH-02,economy,5283,0.219,0.177,0,6,169
2025-01-19,CENTRAL-01,standard,6318,0.0,0.12,0,6,391
2025-01-19,CENTRAL-01,priority,5917,0.023,0.244,0,6,548
2025-01-19,CENTRAL-01,economy,6100,0.243,0.066,0,6,394
2025-01-19,SOUTH-01,standard,7224,0.2,0.145,0,6,459
2025-01-19,SOUTH-01,priority,6553,0.076,0.133,0,6,446
2025-01-19,SOUTH-01,economy,5533,0.252,0.163,0,6,273
2025-01-19,SOUTH-02,standard,7412,0.037,0.197,0,6,379
2025-01-19,SOUTH-02,priority,6835,0.209,0.15,0,6,276
2025-01-19,SOUTH-02,economy,6146,0.212,0.125,0,6,503
2025-01-19,WEST-01,standard,7738,0.241,0.104,0,6,604
2025-01-19,WEST-01,priority,7609,0.143,0.153,0,6,434
2025-01-19,WEST-01,economy,6634,0.135,0.091,0,6,457
2025-01-20,NORTH-01,standard,7115,0.339,0.033,0,0,358
